Last Name,First Name,Title,Institution,Advisor 1,Advisor 2,Advisor 3,Advisor 4,Subject,SubjectReconciled,Year,Failed
Snider,Stefanie,"Envisioning Bodily Difference: Refiguring Fat and Lesbian Subjects in Contemporary Art and Visual Culture, 1968–2009",USC,R. Meyer,,,,Contemporary Art,Contemporary Art,2010,No
Sorkin,Jennifer,"Live Form: Gender and the Performance of Craft, 1940–1970",Yale,D. Joselit,E. Cooke,,,Contemporary Art,Contemporary Art,2010,No
Summers,Robert,An Aesthetics of Experience: The Art and/as Life of Vaginal Davis,UCLA,D. Preziosi,,,,Contemporary Art,Contemporary Art,2010,No
Tradowsky,Christopher,After Sherrie Levine: Appropriation and the Semiotics of Seriality,UCLA,M. Kwon,,,,Contemporary Art,Contemporary Art,2010,No
Van Scoy,Susan,"Exteriors, Interiors, and Positionality: The Photography of Tina Barney",Stony Brook,J. Monteyne,,,,Contemporary Art,Contemporary Art,2010,No
Webb,Emily Taub,On Site-Specificity: A Genealogy,Emory,J. Meyer,,,,Contemporary Art,Contemporary Art,2010,No
Wong,Winnie,"After the Copy: Originality, Creativity, and the Skilling of Contemporary Art in China’s Dafen Village",MIT,C. Jones,,,,Contemporary Art,Contemporary Art,2010,No
Woods,Nicole,"Performing Chance: Alison Knowles, Fluxus, and the Enigmatic Work of Art, 1962–75",UC Irvine,C. Whiting,,,,Contemporary Art,Contemporary Art,2010,No
Yoon,Soyoung,"Debord, Détournement, and the Desire of History: The Films of Guy Debord",Stanford,P. Levi,,,,Contemporary Art,Contemporary Art,2010,No
Anable,Aubrey,"Digital Decay: The Urban Interface in New Visual Culture, 1968–2008",Rochester,S. Willis,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Balaschak,Chris,"Unstable Ground: Photography Books and the Modern Landscape, 1938–1975",UC Irvine,S. Stein,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Belden-Adams,Kris,Modern Time: Photography and Temporality,CUNY,G. Batchen,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Biederman,Legier,The Aesthetics of Globalization and the Politics of Difference: From Identity Exhibitions to Transnational Artworlds?,UCLA,D. Preziosi,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Burdick,Catherine,Text and Image in Classical Maya Sculpture: AD 600–900,UIC,V. Miller,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Chon,Doris,Narrating Shadows: W. G. Sebald’s Photographic Historiography,UCLA,M. Kwon,G. Baker,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Cupers,Kenny,"Concerning the User: The Experiment of Modern Urbanism in Postwar France, 1955–1975",Harvard,A. Picon,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Davies,Lyell,"Expose, Impel, and Sustain Change: The Committed Documentary in Political Life",Rochester,S. Willis,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Ekardt,Philipp,"Eher eine Rüsche am Kleid: Time and Images in Benjamin, Warburg, Kluge",Yale,C. Jacobs,D. Joselit,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Friday,Julia,"Photographic Representation and Recall: State Management of Public Recollection and Practices of Counter-Memory in Eastern Europe and Russia, 1930–2000",Binghamton,J. Tagg,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Gilbertson,Leanne,Bodies Out of Time in Place: Queerly Present in Andy Warhol’s Factory and Beyond,Rochester,D. Crimp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Hand,Joni,"Female Book Owners in the Valois Courts, 1350–1550: Devotional Manuscripts as Vehicles for Self-Definition",CUNY,B. Lane,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Hristova,Stefka,"Visuality, Politics, and Histories in the Remaking of Iraq",UC Irvine,F. Lim,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Imeh,Imo,Daughters of Seclusion: The Ibibio Aesthetic in the Staging of a Female Icon,Yale,R. Thompson,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Kalbfleisch,Elizabeth,Bordering on Feminism: Home and Transitional Sites in Recent Visual Culture and Native Women’s Art,Rochester,J. Berlo,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Kanno,Yuka,Queer Female Networks in Japan’s Visual Culture,UC Irvine,C. Whiting,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Khosrowjah,Hossein,Unthinking the National Imaginary: The Singular Cinema of Abbas Kiarostami,Rochester,S. Willis,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Kilinç,Kivanç,Constructing Women for the Republic: The Spatial Politics of Gender in 1930s Ankara,Binghamton,T. McDonough,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Miller,Jennifer Munro,In the Flesh: The Representation of Burlesque Theatre in American Art and Visual Culture,USC,R. Meyer,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Morris,Anthony,"The Censored Paintings of Paul Cadmus: Contesting the Boundary between Decent and Vulgar, 1934–1940",Case Western Reserve,H. Adams,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Napoli-Abella,Cynthia,"Motherhood, Mourning, Testimonio, and the Representation of Silenced Histories",UC Irvine,P. Krapp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Nettleton,Taro,"Throw Out the Books, Get Out in the Streets: Subjectivity and Space in Japanese Underground Art of the 1960s",Rochester,D. Crimp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Nolan,Linda,"Touching the Divine: Mobility, Devotion, and the Display of Religious Objects in Early Modern Rome",USC,T. Olson,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Razo-Wardwell,Mariana,Zones of Disturbance: Specters of Indigenous Mexico in Modernity,UC Irvine,F. Rony,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Schulman,Vanessa,"Managing Vision, Envisioning Management: Representations of Labor and Technological Systems in Gilded Age America",UC Irvine,C. Whiting,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Seiber,Tim,Thresholds: Managing Life and Death through the Public Circulation of Scientific Images,UC Irvine,J. Bryan-Wilson,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Skelly,Julia,"The Desire to Fill: Addiction and British Visual Culture, 1751–1919",Queen's,J. Helland,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Snider,Stefanie,"Envisioning Bodily Difference: Refiguring Fat and Lesbian Subjects in Contemporary Art and Visual Culture, 1968–2009",USC,R. Meyer,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Sorkin,Jennifer,"Live Form: Gender and the Performance of Craft, 1940–1970",Yale,D. Joselit,E. Cooke,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Stubblefield,Thomas,"Through a Lens Darkly: Absence, Erasure and Invisibility in the Visual Culture of 9/11",UC Irvine,P. Krapp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Summers,Robert,An Aesthetics of Experience: The Art and/as Life of Vaginal Davis,UCLA,D. Preziosi,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Tiessen,Matthew,"Creativity, Painting, Affect, Ethics: Outlining a Modest (Aesthetic) Ontology",Alberta,A. Whitelaw,R. Shields,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Tradowsky,Christopher,After Sherrie Levine: Appropriation and the Semiotics of Seriality,UCLA,M. Kwon,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Trent,Mary,"Enigmatic Bachelors: Masculinity, Girlhood, and Vision in the Art of Joseph Cornell and Henry Darger",UC Irvine,C. Whiting,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Whittington,Karl,"The Body-Worlds of Opicinus de Canistris, Artist and Visionary (1296–ca. 1354)",UC Berkeley,W. Davis,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Woods,Nicole,"Performing Chance: Alison Knowles, Fluxus, and the Enigmatic Work of Art, 1962–75",UC Irvine,C. Whiting,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2010,No
Kully,Deborah,"Speculating on Architecture: Morality, the New Real Estate, and the Bourgeois Apartment Industry in Late Nineteenth-Century France",MIT,E. Naginski,M. Jarzombek,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2010,No
Tolini,Michelle,"Fashioning Early Cinema: Dress and Representation in American Film, 1900–1930",Bard Graduate Center,P. Kirkham,,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2010,No
Yamamori,Yumiko,"The A. A. Vantine and Company: Japanese Handcrafts for the American Consumer, 1895–1920",Bard Graduate Center,K. Ames,,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2010,No
Ackerman,Ada,Regards d’Eisenstein sur l’œuvre d’Honoré Daumier: une réception méconnue,Montréal,T. Porterfield,S. Le Men,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Balaschak,Chris,"Unstable Ground: Photography Books and the Modern Landscape, 1938–1975",UC Irvine,S. Stein,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Belden-Adams,Kris,Modern Time: Photography and Temporality,CUNY,G. Batchen,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Chapman,Kathleen,"Expressionism Multiplied: Early Twentieth-Century German Posters between Art, Commerce, and Politics",USC,K. Lang,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Denny,Margaret,"From Commerce to Art: American Women Photographers, 1850–1900",UIC,P. Hales,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Fredericks,Keri,‛Black Saturday’: Eudora Welty’s Unpublished Photographic Essay of Depression-Era Mississippi,Florida State,R. Neuman,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Goldstein,Holly Markovitz,"American Landscapes as Revisionist History: The Frontier Photographs of Mark Klett, John Pfahl, Deborah Bright, and Robert Adams",Boston,K. Sichel,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Hellman,Karen,"Antoine Claudet, A Figure of Photography, 1839–1867",CUNY,G. Batchen,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Kelly,Sarah E.,Camera’s Lens and Mind’s Eye: James McNeill Whistler and the Science of Art,Columbia,D. Rosand,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Lobis,Victoria Sancho,Artistic Training and Print Culture in the Time of Rubens,Columbia,D. Freedberg,D. Rosand,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
May,Jessica,"Off the Clock: Walker Evans and the Crisis of American Capital, 1933–1938",UC Berkeley,M. Lovell,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
McCann,Carmen,"Status Viatoris: A New Construction of Death in Paintings by Théodore Géricault and Eugène Delacroix and Prints of Père Lachaise Cemetery, 1815–1830",Penn State,N. Locke,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
McIntosh,Laurentia,Maria van Oosterwyck Separating Fact From Fiction,Wisconsin,J. Hutchison,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Mulhearn,Kevin,"Taking Critical Positions in Contemporary South African Photography, 1967–2007",CUNY,G. Batchen,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Peiffer,Prudence Marie,Routine Extremism: Ad Reinhardt and Modern Art,Harvard,Y-A. Bois,B. Buchloh,J. Roberts,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Quick,Kathy,The Narrative Document: Lewis Hine and ‘Social Photography’,Brown,M. Doane,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Terjesen,Lori Ann,Collecting the Brücke: Their Prints in American Museums,Case Western Reserve,E. Landau,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
Van Scoy,Susan,"Exteriors, Interiors, and Positionality: The Photography of Tina Barney",Stony Brook,J. Monteyne,,,,Drawings/Prints/Works on Paper,Drawings/Prints/Works on Paper,2010,No
McNulty,Barbara,Cypriot Donor Portraiture: Constructing the Ideal Family,Temple,E. Bolman,,,,Early Christian/Byzantine Art,Early Christian/Byzantine Art,2010,No
Mihaljevic,Marina,Constantinopolitan Architecture of the Komnenian Era (1080–1180) and Its Impact in the Balkans,Princeton,S. Ćurčić,,,,Early Christian/Byzantine Art,Early Christian/Byzantine Art,2010,No
Milanovic,Ljubomir,"The Politics of Translatio: The Visual Representation of the Translation of Relics in the Early Christian and Medieval Period, the Case of St. Stephen",Rutgers,A. St. Clair Harvey,,,,Early Christian/Byzantine Art,Early Christian/Byzantine Art,2010,No
Barrett,Catherine,Cordes and the Intersections of Identity,University of Washington,M. Clausen,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Bass,Caitlin,Home Behind the Wall: The Living Spaces of Late Medieval German Convents,Brown,S. Bonde,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Cree,Sarah,Taddeo di Bartolo and the Uses of the Past in Early Quattrocento Painting,Yale,A. Dunlop,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Crites,Danya A.,From Mosque to Cathedral: The Social and Political Significations of Mudejar Architecture in Late Medieval Seville,Iowa,R. Bork,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Fozi,Shirin,"The Body Recast and Revived: Figural Tomb Sculpture in the Holy Roman Empire, 1080–1160",Harvard,J. Hamburger,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Katz,Melissa,Interior Motives: The Vierge ouvrante/Triptych Virgin in Medieval and Early Modern Iberia,Brown,S. Bonde,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Kelley,Emily,Piety and the Merchant Patron: A Case Study of Merchant Patronage in Early Sixteenth-Century Burgos,Cornell,C. Robinson,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Kozlowski,Sarah Kathryn,"Convergences of Portrait, Icon, and Tomb in Fourteenth- and Fifteenth-Century Naples",Yale,C. Wood,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Labunski,Meagan Green,"Friars in the City: Mendicant Architecture and Pious Practice in Medieval Verona, ca. 1220–ca. 1375",Duke,C. Bruzelius,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Perchuk,Alison Locke,In the Image of Elijah: The Artistic Foundations of Community in a Medieval Italian Monastery,Yale,R. Nelson,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Milanovic,Ljubomir,"The Politics of Translatio: The Visual Representation of the Translation of Relics in the Early Christian and Medieval Period, the Case of St. Stephen",Rutgers,A. St. Clair Harvey,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Seasonwein,Johanna,The Nursing Queen: Sculptures of the Virgo Lactans in Late Medieval France,Columbia,S. Murray,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Silvers,Holly,Repulsive Rhetoric: Profanity and the Visual Vernacular of Village Churches in Romanesque Saintonge,Indiana,D. Reilly,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Tade,Jessica,The Oeuvre of Gislebertus and Sculptural Practice in Saint-Lazare at Autun,UC Santa Barbara,C.E. Armi,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Webb,Karen,"Medieval Manuscripts, Architectural Structures, and Their Relationships",Pittsburgh,M.A. Stones,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Whatley,"Laura, J.","Localizing the Holy Land: The Visual Culture of Crusade in England, ca. 1140–1400",UIUC,A. Hedeman,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Whittington,Karl,"The Body-Worlds of Opicinus de Canistris, Artist and Visionary (1296–ca. 1354)",UC Berkeley,W. Davis,,,,Early Medieval/Romanesque/Gothic Art,Early Medieval/Romanesque/Gothic Art,2010,No
Ameri,Marta,"Sealing at the Edge of the Third Millennium Middle Asian Interaction Spheres: The View from Gilund, Rajasthan, India",IFA/NYU,H. Pittman,,,,Egyptian/Ancient Near Eastern Art,Egyptian/Ancient Near Eastern Art,2010,No
Johnson,Peri A.,Landscapes of Achaemenid Paphlagonia,Pennsylvania,C. Brian Rose,,,,Egyptian/Ancient Near Eastern Art,Egyptian/Ancient Near Eastern Art,2010,No
Ullmann,Lee,Movement and the Making of Place in the Hittite Landscape,Columbia,J. Smith,Z. Bahrani,,,Egyptian/Ancient Near Eastern Art,Egyptian/Ancient Near Eastern Art,2010,No
Kraus,Heidi E.,"David, Architecture, and the Dichotomy of Art",Iowa,D. Johnson,,,,Eighteenth-Century Art,Eighteenth Century,2010,No
Pop,Andrei,"Neopaganism: Henry Fuseli, Theatre, and the Cultural Politics of Antiquity, 1765–1825",Harvard,E. Lajer-Burcharth,,,,Eighteenth-Century Art,Eighteenth Century,2010,No
Reyes,Hector,After Poussin: Painting Theory in the French Academy (1665–1784),Northwestern,S.H. Clayson,,,,Eighteenth-Century Art,Eighteenth Century,2010,No
Ackerman,Ada,Regards d’Eisenstein sur l’œuvre d’Honoré Daumier: une réception méconnue,Montréal,T. Porterfield,S. Le Men,,,Film/Video,Film/Video,2010,No
Davies,Lyell,"Expose, Impel, and Sustain Change: The Committed Documentary in Political Life",Rochester,S. Willis,,,,Film/Video,Film/Video,2010,No
Kakar,Shalini,"Fashioning the ‘Divine’: Bollywood Stars, ‘Religious’ Fandom, and Cultural Politics in Contemporary India",UC Santa Barbara,S. Chattopadhyay,,,,Film/Video,Film/Video,2010,No
Khosrowjah,Hossein,Unthinking the National Imaginary: The Singular Cinema of Abbas Kiarostami,Rochester,S. Willis,,,,Film/Video,Film/Video,2010,No
Sirove,Taryn,Regulated Freedoms and Disrupted Rituals: Histories of Media Censorship in English Canada,Queen's,C. Robertson,,,,Film/Video,Film/Video,2010,No
Stob,Jennifer,‘With and Against Cinema’: The Internationale Situationniste and the Cinematic Image,Yale,D. Joselit,D. Andrew,,,Film/Video,Film/Video,2010,No
Yoon,Soyoung,"Debord, Détournement, and the Desire of History: The Films of Guy Debord",Stanford,P. Levi,,,,Film/Video,Film/Video,2010,No
Andrioti,Maria,Cutting Out the Middleman: Cypriot Itinerant Sculptors in the Early 6th Century BC,Princeton,W. Childs,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Coleman,Patrick,Appropriation and Innovation in Archaic Lakonian Art,Rutgers,J. Kenfield,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Dawson,Sarah,Social Memory and Fifth-Century Coinage,Brown,S. Alcock,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Doherty,Keith,"Roman Landscape Painting, Narrative, and Ancient Cartography",Boston,F. Kleiner,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Donati,Jamieson,Towards an Agora: The Spatial and Architectural Development of Greek Commercial and Civic Space in the Peloponnese,IFA/NYU,C. Marconi,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Elkins,Nathan,Architectural Coin Types: Reflections of Roman Society,Missouri,K. Slane,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Goldberg,Patricia,Ptolemaic Queens and Roman Empresses as Goddesses with Aspects of Tyche,UCLA,S. Downey,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Herring,Amanda,"Structure, Sculpture, and Scholarship: Understanding the Sanctuary of Hekate at Lagina",UCLA,S. Downey,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Hopkins,John,The Topographical Transformation of Archaic Rome: A New Interpretation of Architecture and Geography in the Early City,UT Austin,J. Clarke,P. Davies,,,Greek/Roman Art,Greek/Roman Art,2010,No
Hrychuk,Anne,"From Fornix to Arcus: The Origins, Development, and Imperial Transformation of the Freestanding Roman Arch (196 BCE to 54 CE)",IFA/NYU,K. Welch,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Marino,Katherine,Speaking through the Womb: Graeco-Egyptian Uterine Amulets,Brown,S. Alcock,J. Bodel,,,Greek/Roman Art,Greek/Roman Art,2010,No
Rousseau,Vanessa,Late Roman Wall Painting at Sardis,Wisconsin,N. Cahill,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Soyoz,Ufuk,Ritual Space in Temples of Asklepios: A Case Study of the Asklepieion at Pergamon,UT Austin,J. Clarke,P. Davies,,,Greek/Roman Art,Greek/Roman Art,2010,No
Thompson,Erin,Images of Ritual Mockery on Greek Vases,Columbia,D. Freedberg,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Uzun,Esen Ogus,Columnar Sarcophagi from Aphrodisias: Construction of Elite Identity in the Greek East,Harvard,R. Taylor,K. Coleman,,,Greek/Roman Art,Greek/Roman Art,2010,No
Wardle,Marianne Eileen,Naked and Unashamed: A Study of the Aphrodite Anadyomene in the Greco-Roman World,Duke,S. Dillon,,,,Greek/Roman Art,Greek/Roman Art,2010,No
Bejarano,Shalmit,Picturing Rice Agriculture and Silk Production: Appropriation and Ideology in Early Modern Japan,Pittsburgh,K. Gerhart,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Kim,GyeWon,"Registering the Real: Photography and the Emergence of New Historic Sites in Japan, 1868–1882",McGill,H. Nakatani,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Kunimoto,Thalia Namiko,"Portraits of the Sun: Violence, Gender, and Nation in the Art of Shiraga Kazuo and Tanaka Atsuko",UC Berkeley,G. Levine,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Moon,Virginia,The Grafting of a Canon: The Politics of Korea’s National Treasures and the Formation of an Art History,USC,I. Cho,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Ninomiya-Igarashi,Masumi,Drawn toward India: Okakura Kakuzō’s Interpretation of Rájendralála Mitra’s Work in His Construction of Pan-Asianism and the History of Japanese Art,UNC Chapel Hill,P. Ghosh,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Pedersen,Hillary,"The Five Great Space Repository Bodhisattvas: Lineage, Protection, and Celestial Authority in Ninth-Century Japan",Kansas,S. Fowler,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Snow,Hilary K.,Ema: Display Practices of Edo Period Votive Paintings,Stanford,M. Takeuchi,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Wu,Ching-Hsin,Japan Encounters the Avant-Garde: The Art and Thought of Koga Harue (1895–1933),UCLA,D. McCallum,,,,Japanese/Korean Art,Japanese/Korean Art,2010,No
Elliot,Ingrid,"Domestic Arts: Amelia Peláez and the Cuban Vanguard, 1935–1945",Chicago,M. Ward,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Flaherty,George,"Mediating the Third Culture at Tlatelolco, Mexico ’68",UC Santa Barbara,S. Chattopadhyay,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Gavilán,Ana Isabel Pérez,"A Mexican Jerusalem: The Sanctuary and House of Spiritual Exercises of Atotonilco, Guanajuato; Text-Body-Image in Devotional Rituals of the Passion, 1740–1776",Binghamton,K. Barzman,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Jiménez,Maya,"Colombian Artists in Paris, 1865–1905",CUNY,K. Manthorne,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
McEwen,Abigail,"The Practice and Politics of Cuban Abstraction, ca. 1952–1963",IFA/NYU,E. Sullivan,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Montgomery,Harper,"Rebellious Conformists: Exhibiting Avant-Garde Art in Mexico City and Buenos Aires, 1920–1929",Chicago,M. Ward,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Taube,Rhonda,Dancing in the Altiplano: K’iche’ Maya Culture in Motion in Contemporary Highland Guatemala,UC San Diego,G. Kester,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Waldron,Lawrence,"Like Turtles, Islands Float Away: Emergent Distinctions in the Zoomorphic Iconography of Saladoid Ceramics of the Lesser Antilles, 250 BCE to 650 CE",CUNY,E. Quiñones-Keber,,,,Latin American/Caribbean Art,Latin American/Caribbean Art,2010,No
Atkinson,Elaine M.,"The Fringes of Immortality: A Goodly Company and Artistic Collaborations in Visionary Art, 1880–1930",Queen's,J. Helland,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Best,Makeda,Arouse the Conscience: The Photography of Alexander Gardner,Harvard,J. Roberts,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Campbell,Mary,Sacred Lands and Profane Women: Charles Ellis Johnson and the Experience of Mormon Photography,Stanford,B. Wolf,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Childers,Hope,The Visual Culture of Opium in British India,UCLA,S. Mathur,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Coltrin,Christopher,"Apocalyptic Progress: The Politics of Catastrophe in the Art of John Martin, Francis Danby, and David Roberts",Michigan,S. Siegfried,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Crosson,Dena,Ignacio Zuloaga and the Problem of Spain,Maryland,J. Hargrove,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Dandona,Jessica,La Lorraine Artiste: Negotiating Region and Nation in the Work of Emile Gallé and the Ecole de Nancy,UC Berkeley,D. Grigsby,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Denny,Margaret,"From Commerce to Art: American Women Photographers, 1850–1900",UIC,P. Hales,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Deusner,Melody Barnett,"A Network of Associations: Aesthetic Painting and Its Patrons, 1870–1914",Delaware,N. Athanassoglou-Kallmyer,M. Leja,,,Nineteenth-Century Art,Nineteenth Century,2010,No
Doherty,Meghan,"Carving Knowledge: Printed Images, Accuracy, and the Early Royal Society of London",Wisconsin,J. Casid,,,,Nineteenth-Century Art,Nineteenth Century,2010,No
